customer_id,order_date,order_amount
C00691,2025-03-17,113.05
C00325,2025-03-17,21.26
C00826,2025-03-17,48.69
C00789,2025-03-17,100.73
C00147,2025-03-17,26.28
C01290,2025-03-17,121.73
C00343,2025-03-17,44.73
C00094,2025-03-17,109.73
C01234,2025-03-17,9.72
C01262,2025-03-17,30.08
C00535,2025-03-17,122.68
C01235,2025-03-17,131.14
C00655,2025-03-17,52.68
C01349,2025-03-17,164.12
C00954,2025-03-17,58.18
C00739,2025-03-17,93.27
C00816,2025-03-17,227.63
C01571,2025-03-17,72.68
C00542,2025-03-17,37.92
C00577,2025-03-17,34.71
C01372,2025-03-17,79.61
C01491,2025-03-17,10.09
C01487,2025-03-17,66.15
C00343,2025-03-17,92.6
C00871,2025-03-17,373.93
C00957,2025-03-17,162.46
C00325,2025-03-17,152.79
C01519,2025-03-17,71.22
C00838,2025-03-17,49.62
C00802,2025-03-17,52.93
C00384,2025-03-17,57.27
C01104,2025-03-17,58.41
C00775,2025-03-17,130.75
C00490,2025-03-17,35.69
C00990,2025-03-17,140.91
C00001,2025-03-17,174.16
C00292,2025-03-17,54.69
C00928,2025-03-17,373.14
C01171,2025-03-17,22.83
C01382,2025-03-17,91.23
C01134,2025-03-17,25.24
C00209,2025-03-17,13.02
C01045,2025-03-17,42.16
C00355,2025-03-17,159.46
C00849,2025-03-17,30.11
C01063,2025-03-17,17.53
C01524,2025-03-17,68.67
C01123,2025-03-17,72.59
C01227,2025-03-17,21.26
C01443,2025-03-17,58.69
C01358,2025-03-17,71.12
C00187,2025-03-17,66.22
C00988,2025-03-17,52.25
C00114,2025-03-17,24.66
C01035,2025-03-17,391.29
C00299,2025-03-17,193.33
C00411,2025-03-17,73.14
C01068,2025-03-17,110.06
C00876,2025-03-17,79.23
C00227,2025-03-17,591.17
C01019,2025-03-17,40.24
C00011,2025-03-17,39.75
C01323,2025-03-17,72.13
C01116,2025-03-17,15.13
C00998,2025-03-17,13.08
C01226,2025-03-17,110.44
C00149,2025-03-17,24.93
C00807,2025-03-17,18.61
C01411,2025-03-17,38.61
C00409,2025-03-17,60.76
C00739,2025-03-17,210.15
C01482,2025-03-17,25.05
C00178,2025-03-17,121.94
C00428,2025-03-17,18.51
C00129,2025-03-17,195.29
C01210,2025-03-17,38.1
C00721,2025-03-17,33.22
C01075,2025-03-17,35.84
C01263,2025-03-17,113.89
C00585,2025-03-17,83.46
C00269,2025-03-17,106.48
C00211,2025-03-17,77.7
C00708,2025-03-17,58.91
C01137,2025-03-17,11.67
C01253,2025-03-17,230.58
C01433,2025-03-17,55.53
C00346,2025-03-17,65.48
C01329,2025-03-17,86.61
C00099,2025-03-17,160.81
C00588,2025-03-17,57.84
C00659,2025-03-17,13.37
C00820,2025-03-17,102.65
C00114,2025-03-18,436.22
C01258,2025-03-18,34.21
C01035,2025-03-18,421.76
C01092,2025-03-18,43.6
C01497,2025-03-18,31.53
C00343,2025-03-18,32.8
C01483,2025-03-18,18.6
C01443,2025-03-18,148.14
C00375,2025-03-18,47.67
C01010,2025-03-18,54.81
C01414,2025-03-18,64.61
C01213,2025-03-18,78.13
C01014,2025-03-18,12.83
C00826,2025-03-18,43.49
C00849,2025-03-18,40.41
C01094,2025-03-18,391.36
C00428,2025-03-18,64.31
C00800,2025-03-18,402.43
C00998,2025-03-18,136.5
C01483,2025-03-18,25.56
C01511,2025-03-18,122.19
C00738,2025-03-18,42.11
C00330,2025-03-18,67.99
C00453,2025-03-18,80.32
C00967,2025-03-18,292.28
C01170,2025-03-18,46.56
C00871,2025-03-18,62.97
C01158,2025-03-18,229.75
C00387,2025-03-18,21.92
C01069,2025-03-18,83.2
C00669,2025-03-18,297.27
C01117,2025-03-18,67.79
C01410,2025-03-18,54.84
C01484,2025-03-18,40.18
C00141,2025-03-18,30.06
C00784,2025-03-18,56.31
C00229,2025-03-18,43.84
C00690,2025-03-18,19.09
C00621,2025-03-18,27.33
C00867,2025-03-18,148.49
C00249,2025-03-18,29.39
C01234,2025-03-18,99.46
C01311,2025-03-18,48.59
C00756,2025-03-18,69.07
C00295,2025-03-18,86.09
C00293,2025-03-18,427.09
C01011,2025-03-18,45.48
C00875,2025-03-18,218.69
C00260,2025-03-18,89.82
C01099,2025-03-18,67.83
C00419,2025-03-18,99.43
C01507,2025-03-18,293.17
C01126,2025-03-18,45.31
C01306,2025-03-18,97.06
C01073,2025-03-18,73.98
C00713,2025-03-18,79.27
C00814,2025-03-18,70.1
C01027,2025-03-18,49.23
C01302,2025-03-18,50.85
C00585,2025-03-18,22.75
C00305,2025-03-18,101.9
C01448,2025-03-18,16.36
C00234,2025-03-18,92.13
C01351,2025-03-18,147.11
C00538,2025-03-18,115.15
C01446,2025-03-18,68.46
C00828,2025-03-18,64.59
C01397,2025-03-18,59.52
C00274,2025-03-18,61.96
C00798,2025-03-18,64.86
C01246,2025-03-18,43.02
C01408,2025-03-18,54.83
C00307,2025-03-18,41.09
C01306,2025-03-18,92.98
C01313,2025-03-18,41.37
C01259,2025-03-18,79.07
C01160,2025-03-18,77.6
C00095,2025-03-18,203.42
C00213,2025-03-18,50.75
C00481,2025-03-18,68.33
C01452,2025-03-18,36.27
C01332,2025-03-18,143.05
C00292,2025-03-18,17.82
C01548,2025-03-18,20.65
C01343,2025-03-18,45.34
C00474,2025-03-18,129.3
C00616,2025-03-18,18.87
C00683,2025-03-18,69.57
C01156,2025-03-18,8.13
C00055,2025-03-18,6.82
C00973,2025-03-18,134.86
C00346,2025-03-18,44.3
C01148,2025-03-18,70.26
C00560,2025-03-18,1102.15
C00022,2025-03-18,154.08
C00042,2025-03-18,34.4
C00478,2025-03-18,57.94
C00080,2025-03-18,3.92
C00483,2025-03-18,167.69
C00640,2025-03-18,522.34
C00640,2025-03-18,51.21
C00084,2025-03-18,34.4
C00698,2025-03-18,137.4
C00369,2025-03-18,28.23
C00403,2025-03-18,21.06
C01145,2025-03-18,34.82
C01136,2025-03-18,190.52
C01380,2025-03-19,39.95
C01272,2025-03-19,206.08
C00383,2025-03-19,82.97
C00398,2025-03-19,49.5
C00607,2025-03-19,19.16
C01483,2025-03-19,223.74
C00676,2025-03-19,60.93
C00850,2025-03-19,143.71
C00197,2025-03-19,130.6
C01129,2025-03-19,46.06
C00519,2025-03-19,64.59
C01250,2025-03-19,262.44
C00154,2025-03-19,133.56
C01527,2025-03-19,44.7
C01282,2025-03-19,138.84
C01415,2025-03-19,97.19
C01485,2025-03-19,231.72
C00122,2025-03-19,63.43
C01302,2025-03-19,283.02
C00368,2025-03-19,42.85
C00875,2025-03-19,73.99
C00824,2025-03-19,75.59
C00962,2025-03-19,28.51
C01284,2025-03-19,82.33
C00039,2025-03-19,44.41
C00956,2025-03-19,21.15
C00669,2025-03-19,187.82
C00520,2025-03-19,80.47
C01387,2025-03-19,87.59
C00578,2025-03-19,17.83
C01075,2025-03-19,69.4
C00088,2025-03-19,52.61
C01585,2025-03-19,45.03
C00044,2025-03-19,71.94
C00256,2025-03-19,81.8
C00664,2025-03-19,144.98
C00500,2025-03-19,85.92
C00032,2025-03-19,47.83
C01049,2025-03-19,59.06
C00611,2025-03-19,123.77
C00845,2025-03-19,60.49
C01077,2025-03-19,31.37
C00858,2025-03-19,717.2
C00628,2025-03-19,110.57
C00656,2025-03-19,263.5
C00807,2025-03-19,37.03
C01588,2025-03-19,69.24
C01548,2025-03-19,126.05
C01395,2025-03-19,99.51
C00606,2025-03-19,98.79
C00196,2025-03-19,72.68
C01158,2025-03-19,83.86
C00196,2025-03-19,98.58
C00627,2025-03-19,83.99
C00829,2025-03-19,16.56
C00887,2025-03-19,33.14
C00651,2025-03-19,249.9
C01335,2025-03-19,5.72
C01157,2025-03-19,25.8
C00205,2025-03-19,24.6
C00312,2025-03-19,47.74
C00406,2025-03-19,16.67
C00462,2025-03-19,82.01
C00698,2025-03-19,77.99
C00304,2025-03-19,53.59
C00232,2025-03-19,58.26
C01195,2025-03-19,94.33
C00879,2025-03-19,29.96
C00381,2025-03-19,92.7
C00926,2025-03-19,44.5
C00220,2025-03-19,37.98
C01098,2025-03-19,12.6
C01485,2025-03-19,113.68
C00926,2025-03-19,119.12
C01011,2025-03-19,39.5
C00652,2025-03-19,112.48
C01033,2025-03-19,906.58
C00036,2025-03-19,192.15
C01452,2025-03-19,46.86
C00343,2025-03-19,60.86
C01188,2025-03-19,51.71
C00496,2025-03-19,66.72
C00081,2025-03-19,18.0
C01081,2025-03-19,56.48
C00396,2025-03-19,80.2
C00508,2025-03-19,100.57
C01543,2025-03-19,34.72
C00951,2025-03-19,62.41
C01451,2025-03-19,55.16
C00627,2025-03-19,130.62
C00890,2025-03-19,19.17
C01239,2025-03-19,287.48
C01078,2025-03-19,55.49
C00916,2025-03-19,90.92
C01238,2025-03-19,254.95
C00790,2025-03-19,126.63
C01164,2025-03-19,121.35
C00268,2025-03-19,15.76
C01577,2025-03-19,21.55
C00751,2025-03-19,177.13
C00599,2025-03-19,56.46
C00483,2025-03-19,53.35
C00560,2025-03-20,108.36
C00182,2025-03-20,74.28
C01033,2025-03-20,34.84
C00098,2025-03-20,67.78
C00269,2025-03-20,17.69
C01250,2025-03-20,27.62
C01398,2025-03-20,46.63
C01301,2025-03-20,33.29
C00909,2025-03-20,10.54
C00396,2025-03-20,205.92
C00117,2025-03-20,18.52
C01569,2025-03-20,51.33
C00516,2025-03-20,19.18
C01557,2025-03-20,146.09
C00177,2025-03-20,55.59
C01322,2025-03-20,185.91
C00539,2025-03-20,68.41
C00919,2025-03-20,100.86
C00375,2025-03-20,49.55
C01549,2025-03-20,61.13
C00728,2025-03-20,31.79
C00616,2025-03-20,277.11
C00985,2025-03-20,84.41
C00340,2025-03-20,46.11
C00530,2025-03-20,23.34
C00884,2025-03-20,30.26
C00771,2025-03-20,34.81
C01173,2025-03-20,123.38
C01359,2025-03-20,29.84
C00900,2025-03-20,273.54
C00086,2025-03-20,72.07
C00548,2025-03-20,697.56
C01044,2025-03-20,32.43
C01045,2025-03-20,142.61
C01268,2025-03-20,185.1
C00476,2025-03-20,21.29
C00960,2025-03-20,17.46
C01430,2025-03-20,64.72
C00537,2025-03-20,209.72
C01191,2025-03-20,42.33
C00645,2025-03-20,196.34
C00380,2025-03-20,100.67
C00124,2025-03-20,8.9
C01100,2025-03-20,83.79
C00126,2025-03-20,33.06
C00772,2025-03-20,129.35
C00023,2025-03-20,61.65
C00632,2025-03-20,42.35
C00413,2025-03-20,59.0
C00645,2025-03-20,855.31
C01289,2025-03-20,359.42
C00256,2025-03-20,24.54
C01365,2025-03-20,71.63
C01002,2025-03-20,53.07
C00345,2025-03-20,31.03
C00331,2025-03-20,41.06
C00510,2025-03-20,52.21
C00246,2025-03-20,396.24
C01551,2025-03-20,18.19
C01143,2025-03-20,116.17
C00674,2025-03-20,47.07
C00849,2025-03-20,67.4
C01084,2025-03-20,261.69
C00473,2025-03-20,156.29
C00826,2025-03-20,61.71
C00782,2025-03-20,111.76
C00126,2025-03-20,34.68
C00915,2025-03-20,59.91
C01136,2025-03-20,55.91
C00192,2025-03-20,74.32
C00784,2025-03-20,104.69
C00543,2025-03-20,41.05
C01169,2025-03-20,77.77
C01288,2025-03-20,53.0
C00023,2025-03-20,558.44
C00426,2025-03-20,42.44
C00950,2025-03-20,52.99
C00948,2025-03-20,302.73
C00690,2025-03-20,44.14
C01481,2025-03-20,524.36
C01520,2025-03-20,19.59
C00536,2025-03-20,74.74
C01454,2025-03-20,77.76
C00842,2025-03-20,84.15
C00246,2025-03-20,62.99
C00149,2025-03-20,268.27
C00088,2025-03-20,205.51
C01554,2025-03-20,308.09
C00295,2025-03-20,22.92
C01389,2025-03-20,33.15
C00634,2025-03-20,36.11
C01573,2025-03-20,175.37
C00163,2025-03-21,31.03
C01132,2025-03-21,28.71
C00943,2025-03-21,77.91
C01368,2025-03-21,20.08
C01414,2025-03-21,55.28
C00933,2025-03-21,128.34
C01177,2025-03-21,8.15
C00019,2025-03-21,207.77
C01401,2025-03-21,32.52
C01291,2025-03-21,239.71
C01140,2025-03-21,44.9
C00929,2025-03-21,26.95
C00796,2025-03-21,66.93
C00190,2025-03-21,124.98
C01119,2025-03-21,102.86
C01381,2025-03-21,29.76
C01420,2025-03-21,29.63
C01313,2025-03-21,68.17
C01019,2025-03-21,37.97
C01480,2025-03-21,46.9
C00655,2025-03-21,56.5
C01388,2025-03-21,37.07
C00198,2025-03-21,52.68
C00723,2025-03-21,223.36
C01011,2025-03-21,117.58
C00613,2025-03-21,53.28
C00344,2025-03-21,129.08
C00378,2025-03-21,140.53
C01428,2025-03-21,43.21
C01313,2025-03-21,91.0
C01455,2025-03-21,32.16
C01157,2025-03-21,23.51
C00826,2025-03-21,21.09
C01514,2025-03-21,160.36
C00444,2025-03-21,155.92
C01478,2025-03-21,94.35
C01564,2025-03-21,85.22
C01512,2025-03-21,42.46
C01162,2025-03-21,49.46
C00829,2025-03-21,143.3
C00130,2025-03-21,21.1
C01313,2025-03-21,151.49
C00546,2025-03-21,51.16
C00435,2025-03-21,201.06
C01559,2025-03-21,137.48
C01143,2025-03-21,68.82
C01318,2025-03-21,114.55
C00575,2025-03-21,42.29
C00590,2025-03-21,9.83
C00876,2025-03-21,279.92
C00985,2025-03-21,16.8
C00028,2025-03-21,84.06
C01372,2025-03-21,53.86
C01471,2025-03-21,21.44
C01094,2025-03-21,73.37
C00699,2025-03-21,86.0
C01086,2025-03-21,59.21
C00164,2025-03-21,78.12
C00982,2025-03-21,67.81
C00126,2025-03-21,46.66
C01026,2025-03-21,29.7
C01549,2025-03-21,168.79
C01387,2025-03-21,198.24
C01147,2025-03-21,22.04
C00188,2025-03-21,13.64
C01026,2025-03-21,19.97
C00892,2025-03-21,331.13
C01423,2025-03-21,70.4
C00696,2025-03-21,56.42
C01386,2025-03-21,141.79
C00569,2025-03-21,63.72
C01071,2025-03-21,35.38
C00637,2025-03-21,176.47
C00689,2025-03-21,20.94
C01422,2025-03-21,103.98
C01262,2025-03-21,2.02
C01101,2025-03-21,52.04
C00816,2025-03-21,80.91
C01137,2025-03-21,147.57
C00551,2025-03-21,148.39
C01391,2025-03-21,46.84
C00864,2025-03-21,63.68
C00657,2025-03-21,19.15
C00981,2025-03-21,34.57
C01253,2025-03-21,258.46
C00357,2025-03-21,30.26
C00980,2025-03-21,87.84
C01456,2025-03-21,111.6
C01416,2025-03-21,28.4
C00229,2025-03-21,44.79
C00601,2025-03-21,40.36
C01245,2025-03-21,11.47
C01274,2025-03-21,18.71
C00613,2025-03-21,27.32
C00157,2025-03-21,147.8
C01473,2025-03-21,269.64
C01001,2025-03-21,376.57
C00428,2025-03-21,20.53
C00655,2025-03-21,349.34
C00055,2025-03-21,34.15
C01416,2025-03-21,104.07
C00352,2025-03-21,46.66
C00222,2025-03-21,140.12
C00390,2025-03-21,24.28
C01114,2025-03-21,58.67
C00645,2025-03-22,313.27
C01566,2025-03-22,54.94
C00593,2025-03-22,3.18
C00524,2025-03-22,295.61
C00081,2025-03-22,88.0
C01199,2025-03-22,29.97
C00461,2025-03-22,11.36
C00303,2025-03-22,228.83
C01084,2025-03-22,84.64
C01483,2025-03-22,64.57
C01541,2025-03-22,25.03
C01156,2025-03-22,50.8
C00701,2025-03-22,25.39
C00933,2025-03-22,309.82
C00709,2025-03-22,98.47
C01222,2025-03-22,47.99
C01397,2025-03-22,42.63
C00679,2025-03-22,9.07
C00139,2025-03-22,71.71
C00028,2025-03-22,154.4
C01452,2025-03-22,111.04
C01485,2025-03-22,82.99
C00846,2025-03-22,58.91
C00775,2025-03-22,171.52
C00278,2025-03-22,135.16
C00710,2025-03-22,14.64
C00505,2025-03-22,394.47
C01378,2025-03-22,48.89
C00533,2025-03-22,14.11
C00126,2025-03-22,149.3
C00172,2025-03-22,147.63
C00750,2025-03-22,3.69
C00996,2025-03-22,30.63
C00794,2025-03-22,303.11
C00733,2025-03-22,228.39
C01469,2025-03-22,66.39
C00807,2025-03-22,119.31
C00504,2025-03-22,4.35
C01013,2025-03-22,37.25
C01518,2025-03-22,27.92
C01308,2025-03-22,177.41
C01199,2025-03-22,106.13
C00578,2025-03-22,23.58
C01404,2025-03-22,298.57
C01487,2025-03-22,38.86
C00655,2025-03-22,28.57
C00967,2025-03-22,114.16
C00023,2025-03-22,92.17
C00198,2025-03-22,29.22
C01296,2025-03-22,130.7
C00790,2025-03-22,47.87
C00701,2025-03-22,88.2
C00156,2025-03-22,49.34
C00385,2025-03-22,47.5
C00049,2025-03-22,212.24
C00786,2025-03-22,382.01
C01514,2025-03-22,154.31
C01149,2025-03-22,40.64
C00597,2025-03-22,74.17
C01447,2025-03-22,29.69
C00081,2025-03-22,212.57
C01261,2025-03-22,14.55
C01091,2025-03-22,325.4
C01133,2025-03-22,14.65
C00862,2025-03-22,87.74
C00581,2025-03-22,104.04
C01092,2025-03-22,138.58
C00001,2025-03-22,89.96
C00932,2025-03-22,51.64
C00528,2025-03-22,68.84
C00059,2025-03-22,281.31
C00094,2025-03-22,157.97
C01092,2025-03-22,47.77
C00888,2025-03-22,23.35
C01532,2025-03-22,318.27
C01143,2025-03-22,85.85
C01280,2025-03-22,51.87
C00576,2025-03-22,38.72
C00095,2025-03-22,318.51
C00223,2025-03-22,66.3
C00093,2025-03-22,30.92
C01125,2025-03-22,20.93
C00239,2025-03-22,50.28
C01245,2025-03-22,86.59
C00472,2025-03-22,42.24
C00477,2025-03-22,242.61
C00454,2025-03-22,45.1
C00575,2025-03-22,114.3
C00256,2025-03-22,203.32
C00905,2025-03-22,69.15
C01556,2025-03-22,211.18
C00896,2025-03-22,26.1
C00110,2025-03-22,25.56
C01092,2025-03-22,100.06
C01148,2025-03-22,48.51
C00233,2025-03-22,42.32
C00219,2025-03-22,101.54
C01156,2025-03-22,499.79
C01472,2025-03-22,70.07
C01434,2025-03-22,115.28
C01253,2025-03-22,67.79
C00664,2025-03-22,156.47
C01026,2025-03-22,106.16
C01156,2025-03-22,71.87
C01282,2025-03-22,117.26
C00664,2025-03-22,39.23
C01164,2025-03-22,93.24
C01447,2025-03-22,31.15
C00677,2025-03-22,21.0
C00584,2025-03-22,24.67
C00731,2025-03-22,74.57
C00721,2025-03-22,48.78
C01328,2025-03-22,87.01
C01251,2025-03-22,59.87
C00276,2025-03-22,11.99
C00050,2025-03-22,24.55
C00280,2025-03-22,149.34
C00846,2025-03-22,86.38
C01215,2025-03-22,37.13
C00294,2025-03-22,53.89
C01105,2025-03-22,583.79
C00126,2025-03-22,83.46
C00325,2025-03-22,19.73
C01487,2025-03-22,64.96
C00723,2025-03-23,16.93
C00447,2025-03-23,177.5
C00585,2025-03-23,52.77
C00518,2025-03-23,161.3
C00419,2025-03-23,325.16
C00424,2025-03-23,18.9
C00707,2025-03-23,66.01
C00212,2025-03-23,132.69
C00158,2025-03-23,21.73
C01024,2025-03-23,133.69
C01329,2025-03-23,253.2
C00661,2025-03-23,66.23
C01280,2025-03-23,143.06
C00163,2025-03-23,28.86
C00515,2025-03-23,31.28
C01345,2025-03-23,62.85
C00271,2025-03-23,118.41
C01137,2025-03-23,34.48
C00121,2025-03-23,8.97
C00538,2025-03-23,238.53
C00106,2025-03-23,62.79
C01033,2025-03-23,61.18
C00276,2025-03-23,100.9
C00556,2025-03-23,63.8
C01473,2025-03-23,193.12
C00540,2025-03-23,62.62
C00444,2025-03-23,63.64
C00396,2025-03-23,16.56
C00390,2025-03-23,36.89
C00742,2025-03-23,146.69
C01455,2025-03-23,66.86
C01385,2025-03-23,31.04
C01244,2025-03-23,133.8
C00307,2025-03-23,74.33
C00640,2025-03-23,31.42
C01447,2025-03-23,40.32
C00059,2025-03-23,68.22
C00419,2025-03-23,11.75
C01156,2025-03-23,21.27
C00612,2025-03-23,53.28
C01456,2025-03-23,74.62
C00461,2025-03-23,50.0
C00024,2025-03-23,210.42
C01524,2025-03-23,85.74
C01410,2025-03-23,84.01
C01279,2025-03-23,8.19
C00015,2025-03-23,117.76
C01429,2025-03-23,22.34
C01352,2025-03-23,188.02
C01445,2025-03-23,257.92
C01193,2025-03-23,111.73
C00825,2025-03-23,189.79
C00265,2025-03-23,600.4
C00834,2025-03-23,144.76
C00054,2025-03-23,518.7
C00425,2025-03-23,73.01
C00611,2025-03-23,60.72
C01040,2025-03-23,20.91
C00954,2025-03-23,74.04
C01259,2025-03-23,117.9
C01462,2025-03-23,151.54
C01558,2025-03-23,214.09
C01215,2025-03-23,84.0
C00151,2025-03-23,17.14
C00103,2025-03-23,274.26
C00121,2025-03-23,34.46
C00714,2025-03-23,41.69
C01039,2025-03-23,58.4
C00531,2025-03-23,110.12
C00686,2025-03-23,26.77
C00683,2025-03-23,68.41
C00643,2025-03-23,15.67
C00540,2025-03-23,88.7
C01512,2025-03-23,42.19
C00486,2025-03-23,34.28
C00698,2025-03-23,34.21
C01268,2025-03-23,62.0
C00867,2025-03-23,188.92
C00262,2025-03-23,68.4
C00937,2025-03-23,24.44
C00548,2025-03-23,20.93
C00384,2025-03-23,133.91
C00595,2025-03-23,22.17
C00900,2025-03-23,76.02
C00472,2025-03-23,14.29
C01102,2025-03-23,98.43
C00387,2025-03-23,130.49
C01132,2025-03-23,145.6
C00082,2025-03-23,106.47
C01117,2025-03-23,31.67
C01263,2025-03-23,69.28
C00698,2025-03-23,399.01
C00644,2025-03-23,287.59
C00365,2025-03-23,82.38
C00414,2025-03-23,59.65
C00803,2025-03-23,29.73
C01178,2025-03-23,9.83
C01164,2025-03-23,163.89
C00548,2025-03-23,283.59
C00443,2025-03-23,33.19
C00007,2025-03-23,197.01
C00576,2025-03-23,102.73
C00164,2025-03-23,23.43
C00906,2025-03-24,52.59
C00686,2025-03-24,34.31
C01171,2025-03-24,201.76
C00819,2025-03-24,144.45
C00138,2025-03-24,112.18
C00809,2025-03-24,93.85
C00644,2025-03-24,247.56
C00428,2025-03-24,58.01
C01023,2025-03-24,136.61
C00705,2025-03-24,27.32
C01096,2025-03-24,49.18
C01598,2025-03-24,20.27
C01253,2025-03-24,127.7
C00696,2025-03-24,174.56
C00175,2025-03-24,113.37
C01030,2025-03-24,89.38
C00798,2025-03-24,14.14
C01037,2025-03-24,12.38
C01508,2025-03-24,38.16
C00649,2025-03-24,66.42
C00802,2025-03-24,101.63
C00175,2025-03-24,55.02
C00274,2025-03-24,437.4
C01423,2025-03-24,228.21
C01569,2025-03-24,71.93
C01473,2025-03-24,175.18
C00707,2025-03-24,73.22
C00723,2025-03-24,125.41
C00707,2025-03-24,138.33
C01415,2025-03-24,66.39
C00754,2025-03-24,79.06
C01344,2025-03-24,36.98
C00261,2025-03-24,18.62
C00543,2025-03-24,138.44
C00222,2025-03-24,33.78
C01406,2025-03-24,45.7
C00062,2025-03-24,670.58
C00069,2025-03-24,116.04
C00023,2025-03-24,376.9
C00703,2025-03-24,59.24
C00530,2025-03-24,530.82
C00870,2025-03-24,63.89
C00870,2025-03-24,77.77
C01506,2025-03-24,123.44
C00242,2025-03-24,41.74
C01349,2025-03-24,85.44
C00938,2025-03-24,329.33
C01444,2025-03-24,99.02
C00327,2025-03-24,40.72
C00011,2025-03-24,31.76
C00943,2025-03-24,48.18
C01079,2025-03-24,34.06
C00075,2025-03-24,29.76
C00173,2025-03-24,380.98
C00063,2025-03-24,125.48
C00332,2025-03-24,23.04
C00870,2025-03-24,182.59
C00506,2025-03-24,411.64
C00886,2025-03-24,94.71
C00406,2025-03-24,255.28
C01156,2025-03-24,30.07
C00523,2025-03-24,94.47
C01416,2025-03-24,191.81
C01344,2025-03-24,53.3
C00866,2025-03-24,60.94
C01205,2025-03-24,54.82
C01160,2025-03-24,110.43
C01479,2025-03-24,294.06
C01359,2025-03-24,70.76
C00028,2025-03-24,357.49
C00023,2025-03-24,32.62
C00765,2025-03-24,18.13
C00723,2025-03-24,36.29
C00344,2025-03-24,120.97
C00384,2025-03-24,52.96
C01488,2025-03-24,326.84
C00479,2025-03-24,65.71
C00177,2025-03-24,135.28
C01477,2025-03-24,60.58
C00231,2025-03-24,171.7
C00706,2025-03-24,79.35
C00782,2025-03-24,41.54
C00088,2025-03-24,57.56
C01447,2025-03-24,114.8
C01587,2025-03-24,429.46
C00126,2025-03-24,93.58
C00568,2025-03-24,21.41
C00691,2025-03-24,48.92
C00614,2025-03-24,48.72
C00447,2025-03-24,75.73
C01231,2025-03-24,430.01
C01071,2025-03-24,33.07
C01327,2025-03-24,71.72
C00132,2025-03-24,129.53
C00017,2025-03-24,82.75
C00977,2025-03-24,31.24
C01124,2025-03-24,141.07
C00227,2025-03-24,60.13
C01401,2025-03-24,56.25
C01195,2025-03-24,92.76
C01218,2025-03-24,157.76
C00307,2025-03-24,186.9
C00216,2025-03-24,216.3
C00197,2025-03-25,55.27
C01530,2025-03-25,62.73
C01182,2025-03-25,50.4
C01108,2025-03-25,151.62
C00346,2025-03-25,17.09
C00009,2025-03-25,36.32
C01154,2025-03-25,58.18
C00185,2025-03-25,37.93
C01129,2025-03-25,82.07
C01292,2025-03-25,129.98
C00706,2025-03-25,37.36
C00479,2025-03-25,22.59
C01024,2025-03-25,43.83
C00378,2025-03-25,35.39
C00481,2025-03-25,33.35
C01355,2025-03-25,28.34
C00890,2025-03-25,85.79
C00319,2025-03-25,99.0
C00081,2025-03-25,95.37
C01298,2025-03-25,137.44
C00841,2025-03-25,46.09
C01232,2025-03-25,22.02
C01420,2025-03-25,250.69
C00984,2025-03-25,24.35
C01564,2025-03-25,58.12
C01045,2025-03-25,35.74
C00685,2025-03-25,166.23
C01231,2025-03-25,85.16
C00890,2025-03-25,23.44
C00991,2025-03-25,41.79
C01021,2025-03-25,77.03
C01024,2025-03-25,82.71
C01098,2025-03-25,47.12
C01156,2025-03-25,101.9
C01211,2025-03-25,113.64
C00274,2025-03-25,96.68
C00359,2025-03-25,111.07
C00982,2025-03-25,229.29
C01481,2025-03-25,244.46
C00906,2025-03-25,130.69
C01270,2025-03-25,10.8
C01238,2025-03-25,91.13
C01132,2025-03-25,112.45
C00024,2025-03-25,12.67
C01170,2025-03-25,53.76
C01484,2025-03-25,45.55
C01215,2025-03-25,26.45
C00596,2025-03-25,31.01
C00313,2025-03-25,33.07
C00199,2025-03-25,286.03
C00265,2025-03-25,39.8
C00178,2025-03-25,56.37
C00225,2025-03-25,148.47
C00403,2025-03-25,183.76
C01035,2025-03-25,9.36
C01477,2025-03-25,37.22
C01157,2025-03-25,56.76
C00703,2025-03-25,132.97
C00412,2025-03-25,53.01
C01285,2025-03-25,51.99
C01585,2025-03-25,26.54
C01498,2025-03-25,93.51
C00483,2025-03-25,5.6
C00920,2025-03-25,27.68
C00840,2025-03-25,10.17
C00515,2025-03-25,101.42
C01143,2025-03-25,13.91
C00945,2025-03-25,26.08
C01446,2025-03-25,143.72
C00521,2025-03-25,62.47
C00219,2025-03-25,53.16
C00256,2025-03-25,48.32
C01503,2025-03-25,84.19
C00939,2025-03-25,192.43
C01337,2025-03-25,12.28
C01429,2025-03-25,191.91
C00165,2025-03-25,120.92
C00939,2025-03-25,37.22
C00657,2025-03-25,37.4
C01187,2025-03-25,36.64
C00368,2025-03-25,32.2
C00582,2025-03-25,16.98
C01156,2025-03-25,63.63
C01455,2025-03-25,34.97
C00802,2025-03-26,113.12
C00493,2025-03-26,197.09
C00415,2025-03-26,297.2
C00706,2025-03-26,142.97
C01451,2025-03-26,32.77
C01092,2025-03-26,10.14
C01485,2025-03-26,22.19
C01123,2025-03-26,20.65
C00081,2025-03-26,73.77
C01259,2025-03-26,94.39
C00757,2025-03-26,60.61
C00585,2025-03-26,46.59
C00089,2025-03-26,92.56
C00874,2025-03-26,153.72
C00738,2025-03-26,223.03
C00052,2025-03-26,22.4
C01361,2025-03-26,36.95
C00355,2025-03-26,65.86
C00343,2025-03-26,156.38
C01381,2025-03-26,12.5
